,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
414,-1.9988685,-0.8130989,0.7525337,2.0636659,-2.4673698,-1.4498924,-0.2827206,2.2242165,2.4545052,-2.8772473,-4.39939,-2.8243394,2.0268364,1.3899163,0.90956837,0.552608,-1.1016076,3.9042993,0.62721956,-1.3021156,-1.499344,-2.5888927,-1.4704819,0.32002127,-0.439004,-0.003723819,-1.0100095,-1.4969186,-1.4842594,2.7895997,3.490825,3.060955,0.9775782,0.5221196,2.2738783,-2.11049,-1.5216905,-0.2829594,0.60810524,0.89433694,-0.6426867,2.9923077,0.15857252,3.4267209,-0.2970302,-0.19918615,-2.6316683,-2.5436091,1.4019481,1.2660068,-0.19805606,0.074268214,-1.1397362,0.2240522,1.7457919,-2.538007,0.14103583,1.8946167,-1.7236997,2.2213023,-0.29072952,4.5851684,0.6406778,-0.9320784,0.121811375,-2.936435,0.87022865,-1.2755973,0.6743175,-0.18898694,-2.4720664,-3.3741708,2.1489015,-1.9264568,-1.201595,1.0569757,0.61627996,-1.8222817,-2.292186,0.42584655,-3.0040925,1.2219626,1.0705714,-2.1701176,-0.82811874,-1.553669,-1.6710289,0.04738119,1.2477403,-0.57957435,0.27673578,2.4720757,-4.4722204,-1.0048833,-2.873494,-0.38767883,0.5539194,0.25638527,3.842959,0.57288355,-0.020693837,1.1886926,-3.195811,-1.568775,2.2918515,-1.7710885,0.01821712,1.2297075,1.8669305,0.30306888,-1.8899657,2.621716,0.25321943,0.90168816,0.2567515,-0.43259865,-1.2787817,-0.7203107,-0.18206516,1.8106508,2.7805252,0.8537717,1.1231894,0.045563363,2.1949954,2.503442,-0.10471324,-2.576692,2.786429,2.9075367,-0.64179206,1.0656077,-1.2452128,-0.10573146,1.4527252,-2.1824555,2.5162718,0.46320194,0.42754123,0.41646343,0.8948234,0.4224293,-0.75567013,0.28086603,3.8544154,2.6719973,0.8348068,-1.3971597,1.3363649,3.0487602,0.31307134,-3.648315,-1.7389472,-1.9344995,-0.7370177,-0.12146346,-0.6677697,-1.1936924,1.928038,-0.5204257,2.067346,-3.137571,-2.6152554,0.63039833,-1.3028588,0.6502769,-1.728664,-1.0035261,2.9640522,1.5733279,1.9110469,0.89973,0.38591546,-2.9989214,0.3138485,-2.0857751,-2.2359595,1.039512,-1.9042691,-0.2603846,-0.015630534,0.10392897,1.5813736,0.46997318,1.9897931,-1.4441297,-0.93155056,-0.120147035,-2.5490825,2.2798223,-0.56387717,0.3324343,1.9108999,-0.61243045,0.13875118,1.836664,-0.6043268,-1.9094775,-1.1982108,1.0257334
285,0.70501244,2.044629,-1.4788721,-1.6257455,-0.74164677,-0.8868098,-1.7981781,-0.78735775,-0.050323628,-1.2246442,0.11451338,0.12076478,-1.5582385,1.3458182,-1.0384909,2.972417,-1.6397321,3.0546029,0.3995578,-2.4663217,-0.21325777,0.17821266,-0.6023677,0.2967372,-0.3538603,2.418215,-2.9324818,0.27077344,0.53080577,0.051199336,0.9535445,0.7487834,-1.2184075,0.97012717,1.3381733,-0.7336358,-2.297008,-0.55542207,1.1279461,-0.53251976,-0.7668987,2.2574477,0.9005464,2.3817563,-1.5807215,-0.320607,0.88470775,0.60471237,-0.51703185,-1.4063715,2.444171,2.4473624,1.8130186,0.1761549,-2.1350462,1.100562,0.2428441,-0.38137937,-0.8645194,-0.116545565,-3.1354063,2.7246535,1.8542795,-1.4056035,-1.6692126,-3.6417706,4.707778,-4.1063123,-0.36119592,4.93161,-3.5635564,0.7535934,1.1004208,0.71008927,4.929301,-0.9005302,0.35133374,0.29267758,-2.6005933,1.485382,-0.79055965,1.8219724,-3.6549954,-0.73160154,1.3000978,0.9881605,0.6540463,-1.0445762,-0.3952482,0.9580328,0.58765745,-2.5158093,1.0374068,1.0666194,1.3054209,-2.3152862,0.009242075,1.8429863,0.90976316,1.1311607,-1.8416449,2.0863538,-1.8264445,-1.5885401,-0.1785675,-0.93109137,0.5815387,-5.5281982,0.59636945,-3.4403076,1.2398596,2.8556075,-0.50674725,-3.842911,0.58867097,0.21088469,1.3143072,-3.0098493,1.9725493,-3.2828608,-0.48943183,-0.76693213,1.6869823,2.2736123,-1.6972108,0.40491822,-0.6171938,-0.08472874,-1.404936,-0.06591603,-2.0760748,-1.1083409,0.617671,2.142824,1.34238,0.42809606,-2.8855262,0.43690678,-0.14948465,0.103070624,1.6372284,1.6637775,-4.5507145,-3.5239997,2.2691526,3.037152,0.18343572,-2.0068605,-5.1364245,-0.82385683,1.3645898,-0.077822775,0.47804382,-0.5586033,-1.2015194,0.6462164,0.88501275,1.5421472,-0.9322098,0.58617973,-0.8734651,-1.1555142,0.22873272,2.6576998,0.37866312,-4.339923,1.7859162,-1.6701229,0.44518727,3.28416,-4.4505014,1.9469813,1.6900878,-0.28160492,1.5882535,-1.9158083,-2.776003,1.4848421,-0.12085043,3.6789029,-3.0429313,-0.50922287,-0.54887134,4.4545994,-2.05497,2.8747025,0.99060315,5.171622,-2.5722322,0.73971504,-1.6147707,4.0365787,-1.9931419,1.3022151,4.0339527,1.6981622,3.345295,0.6507041,-0.35284624,0.76652616
743,2.4145837,2.4323578,-2.1230574,0.7160354,1.4348764,-2.2451537,0.5384931,1.4366096,-2.9096315,-2.864597,1.8314064,5.1883445,2.612937,-1.597609,2.2219632,1.0046039,-1.2295394,1.6114321,1.2592195,-5.1734514,-0.57930577,2.9494927,-0.63772386,0.11621802,3.8465264,-0.42573264,-0.61067855,-1.1286526,-2.7872226,-2.409256,0.5497697,-1.711941,-3.741629,1.4306333,3.490796,-3.0417883,5.265395,-0.18186615,-3.1576624,-5.771321,2.5811954,-2.7654965,1.3566662,2.012981,1.7890153,0.17501137,-0.45303324,3.5660088,-1.2255967,-1.0546094,-0.2617121,-1.2981156,-0.8108558,-2.9248147,-1.2852091,0.5919081,-1.4499702,-0.32388785,1.6434135,0.45505854,0.67473644,0.67162573,-2.9794786,3.5673208,-0.09343991,-2.3937452,0.18507479,4.16467,0.265942,0.20635612,-0.045330472,0.23309538,-1.971347,0.3647906,0.38267013,1.2754366,-4.3632507,4.634242,-2.1341884,-0.17549266,-1.9862651,-1.3870099,-1.0978322,-2.462464,-0.25833458,2.0454302,0.8588213,0.4335874,1.0420734,2.1121483,0.79800034,3.2871773,0.11740934,-3.1794703,-1.115186,3.3273032,0.059914876,0.67226005,3.8470159,1.7334683,-2.5997717,-1.3718867,1.4887193,-8.007878,1.1364251,0.054810062,0.20877723,3.2827272,-0.69961804,2.364831,4.1387453,-4.5178237,0.7886855,0.42555392,3.2780898,-1.4366813,1.2140888,2.0243773,-0.75618994,-3.4494412,-2.204184,1.5499346,2.548982,0.6803599,-2.2459705,3.8494775,-0.008939009,0.9886592,-0.17780548,-1.696975,1.1847441,1.0283247,-0.60320055,-5.5534673,-0.75797665,-0.85766,0.57970935,0.7024432,-1.0829426,2.4574747,3.095372,-0.41311026,3.6007297,3.7166984,0.97053945,-0.1339006,-2.0486093,1.5026007,-4.8471556,-3.0584347,-0.4253466,-3.0972774,0.30240718,-1.3694427,-0.5451895,-0.44597304,-4.6703224,1.0432664,0.8148438,0.92741287,-0.27309537,-0.16018413,2.433369,-1.1766953,-1.6672796,-4.336349,0.92194664,-2.2862,-2.4934814,0.0032759192,-0.8704047,6.3512244,4.573138,-0.6218836,-1.0885758,0.98671377,1.6998714,-1.1073554,0.99140793,-1.893386,-2.7699027,-0.40924254,-1.1999722,0.39164838,-2.8452752,0.5163198,1.647733,-3.0984218,1.7215116,-3.4514258,-0.5611451,3.7806811,3.141596,0.54247385,2.6559634,0.92354345,-1.2468065,-1.8901979,-0.6733842,-2.7775934
428,-0.038480897,0.5150579,-0.92763513,-1.740382,-1.7734234,-1.3273574,0.6901288,2.0311844,1.1406643,0.20427905,-2.0366108,-0.75373054,0.4445952,0.81220305,-1.049034,-1.9555831,-1.5344937,3.856708,0.61865294,-1.3893429,-0.10912661,0.4807922,0.040372655,-1.0446715,0.1996994,-0.7887729,1.0509235,1.8297666,1.5956312,3.9231272,-0.8090117,-0.37649933,0.9014255,1.03478,0.65003026,1.5200906,0.6685405,0.4904208,2.2443547,2.356316,0.17141789,-0.35336795,-0.6947764,1.0942285,1.4899491,-0.45211017,-1.7621267,-4.252648,0.9950174,0.04256558,2.1058517,-0.9300889,1.5265638,0.7430645,-1.8975561,2.0302362,-0.77649075,0.42844215,-1.6674396,1.2504562,-0.5219521,2.4155805,2.0720985,-0.94206697,-1.0545508,-0.40894318,-0.72228646,-1.1465763,2.232019,1.1507398,-1.2320516,-1.3033932,4.2199597,1.4473075,-2.5177767,-0.7135406,1.6810318,0.83493716,0.10203309,0.08658582,-1.5732858,2.5242517,-2.6720464,0.4334571,-2.6485345,-0.15148109,-0.5823994,0.055948067,1.3701252,0.92524344,5.3586254,-0.51365745,-0.640828,-1.2673087,2.0194283,-0.94635797,-2.3648252,1.9449009,1.9064139,0.21804391,1.5672244,0.42714468,0.0673094,0.056511045,2.1151123,0.8117567,0.31920293,-0.09345935,0.9296238,-0.05930119,3.0981534,0.77404785,-0.3872868,2.5307598,-0.8709756,1.0915676,0.40179157,-0.8486329,-0.9892582,-0.5683038,3.4829378,3.7055092,1.5640286,-1.2463036,1.0107491,-1.2076656,1.8725029,-2.1348891,-0.9223746,0.82648593,-4.5587053,-0.45370185,-1.0092742,-0.49956834,2.8775527,-1.5428596,-1.9698923,-1.3515557,0.9910556,2.8110487,1.4666739,1.9517145,-0.9531017,-0.57357705,1.0817652,1.0579696,0.62202,-3.166911,-0.055571884,0.8548068,0.04087742,-0.6625141,-0.8107757,0.4597254,-0.046887062,0.3323089,-1.2605504,-0.26420423,-0.38970342,-1.1372058,0.46413812,-1.0956384,1.5629814,-0.1496365,1.7585827,-0.23715287,2.22642,0.16399062,1.293663,2.3009434,-0.5995564,-3.0410266,-0.8473125,-1.4576555,0.46978948,-4.1108623,-2.4505606,1.2915184,1.2384058,-0.98526615,-3.216929,1.4472163,0.6885234,0.15074833,-0.93087626,-0.018285407,0.8983048,1.4825089,-0.6817826,0.35804716,-2.5227292,-0.9880235,0.41812286,2.7953897,0.7209104,2.7297583,1.7659396,-3.1303136,-1.4479585,2.711249
195,-0.55499417,-0.48220408,1.5007522,1.411553,2.196361,-0.25729433,-0.29916438,0.93802136,-0.48168692,-0.10068181,0.7460636,-2.7895448,2.0120158,0.30552194,0.6563022,-0.986392,0.43911016,-2.914314,-3.0681577,-0.9707123,0.30172879,-2.189778,0.14754665,-0.89875823,0.8599969,-1.0819564,-1.9668094,-2.238186,-1.2657495,-0.7248275,1.6944801,0.45622015,-0.38023946,1.2073174,-1.9341525,-1.43131,-0.6354276,-1.1473292,-0.51468927,0.623766,-2.972196,1.491993,1.4523087,-0.1530921,-1.533499,-1.6071373,-1.2122849,-1.5345783,0.47173375,0.21849024,-0.9257992,0.9398481,-2.6254334,0.7023389,-0.87074274,1.0679779,0.82163197,1.9792702,1.1981102,0.6256867,-1.3964176,-1.3330835,0.06150219,2.0105805,-1.3131877,0.38398832,-0.3777458,-3.0433462,2.4780567,-0.6543306,-1.4179199,2.6462114,-1.3493172,2.9520926,1.904242,1.0102175,2.0700438,1.7310492,0.5096262,-2.000392,-2.7462893,4.835044,-0.35567015,-1.1138698,0.33494383,1.3770142,1.2989143,-1.2618883,1.42608,-0.733578,0.9342711,-0.76212525,-0.46937522,0.06353486,-0.12066517,-0.42142645,2.590386,1.2991523,0.14891398,1.0152819,0.48769972,-1.3158846,-1.6213459,-2.7797022,-0.9747968,0.69584364,0.7600278,-0.095812574,-1.9946607,-1.4625916,1.5992956,-1.100978,-1.2854227,-0.343048,-0.89639133,-0.9879831,-0.9679783,-1.4819559,-1.8478961,2.659463,-0.24039935,-3.5899694,1.7037829,1.698687,1.8419704,-2.2058132,0.54872316,-4.2233605,0.22300346,-2.6618166,-1.6919941,0.4870232,-2.4314845,-1.5112715,-1.0880293,-1.2550063,-1.0207313,-0.63192415,1.948141,-1.1974782,0.6614585,2.6163406,1.378498,0.0833208,-1.7335815,1.7912225,-0.124580696,-1.2449201,-0.30770546,-0.33782113,1.5646188,-1.3777794,1.8581288,1.8675736,-2.206093,1.5701895,0.38950393,0.5735615,-4.1529064,0.49017736,-3.0126054,-1.5090884,-1.3505241,-0.7129095,-0.6074943,-0.99338675,-1.5726652,3.4742486,-0.32743448,-0.7825356,-0.19780633,0.020567933,0.82527375,-0.37946993,0.46242926,-1.0591105,0.049964685,2.5507224,2.1543188,-1.3569251,-0.38600215,1.515719,1.2924417,-1.671151,-1.441395,-1.4645039,-0.74630445,0.6680087,-0.02148805,-0.2998964,0.3410381,1.4847109,-0.3412095,0.6044878,1.7237757,-0.91131264,1.28282,-0.9866209,1.4809281,-0.25682232
216,2.808113,2.806071,1.0877339,-1.4390835,1.3566937,0.45867157,-0.84047395,-1.0080886,3.249845,1.376482,-1.6832793,-0.9877906,1.587323,-2.19529,0.11953754,1.5126699,0.071830645,-1.7466438,-1.2523128,1.6535547,1.9742073,-0.15125556,4.2830234,-1.3774142,0.11950194,1.0081371,-3.152401,0.5661568,-0.1818551,0.5470521,0.38574958,0.47996014,1.9494027,1.1124026,-0.13428885,0.07660157,-0.71190286,1.5350038,-0.6319763,-1.8507693,-0.42248788,-1.3074474,2.3285956,2.0553832,0.81225026,-0.8691698,1.8773732,3.6722717,-0.30119565,-1.8483807,-2.0994658,1.2698147,-1.5419722,-1.46462,-4.682051,-1.2672943,-0.58570534,-0.22939835,-1.3349289,3.2210913,-1.5739336,1.2561891,-0.49248794,-3.8375714,-3.2915776,-1.2546793,0.036693547,2.8653197,2.8709064,1.6062566,2.3428814,2.5112221,3.3488595,2.0524864,2.3632534,-0.9539035,2.1772583,3.1350718,2.1248124,-1.3444182,4.3547077,0.9771806,-1.4956216,-0.6728285,1.2998959,-2.9193318,-0.4649919,1.814033,2.0392313,-3.0808985,-1.6832309,2.4678824,-0.3607962,1.4170309,0.48734117,1.7901505,2.1057105,1.9940388,-1.7952638,1.0729951,-2.6258502,-2.6526089,3.552445,1.0605081,-0.6244845,-2.4942834,0.5037151,3.6782281,-2.9105215,8.850695,-2.2895133,-3.435528,2.2273858,-0.21828055,-0.4818058,-1.6557374,-2.2715223,-0.81289715,-0.9360225,-1.0400876,-3.4228902,-2.4610882,-1.8242792,1.3947244,-3.6233153,0.23101176,0.20056754,1.3881302,2.704286,3.7337961,2.4516199,0.09832046,1.3864108,-3.1260583,3.5444484,3.1749854,0.3402245,4.470162,0.6781132,3.6201172,0.767099,-1.171901,1.4922178,-1.9712381,-3.8310046,-0.4053459,5.4270964,-0.52779835,-3.2582805,4.702031,0.20303991,-4.7566934,-0.29332665,-3.9551964,-1.144349,0.2736022,0.6337775,0.38523543,0.7878298,-1.0267776,1.446304,4.503623,-0.8467197,3.2564106,-1.7993096,2.3716552,-2.1444428,-1.8440982,0.17576003,-0.75444317,1.7530347,1.9349594,-2.4990308,1.1015744,-3.721953,1.9049202,0.33857474,-2.678304,-1.7526183,-2.092924,-4.6079226,-2.1062784,-2.5761752,-0.9807011,-0.34841698,-2.6388845,-3.1750555,-3.883975,-2.494498,-1.7500886,1.5527482,0.23341747,-4.2164016,1.9302968,-3.1357427,0.45962563,-2.12257,4.232546,2.0823648,-1.1233954
272,0.92496926,-1.5353448,0.9009999,-1.4054269,-2.0479052,1.8897029,1.4272211,-0.653934,0.7507626,1.5242395,0.6143658,2.5416954,1.8796495,0.60942763,0.1901986,-1.7918433,-0.15761952,1.5319488,-1.4816134,1.3717012,-3.636756,1.7340635,-2.018006,0.09374248,-2.1143475,3.5662994,-2.0433517,0.031644408,0.14748853,-1.1450227,1.8301442,-3.0381694,-1.135655,1.8579165,-2.32552,-4.477142,2.0897014,0.24234189,1.1761323,-3.8245091,-1.1578246,-2.2514782,-0.9827902,1.873941,-1.3996956,3.033759,-2.2081883,-0.67555207,-1.5169126,4.3176217,0.76732814,-3.7730749,-3.987137,-0.05689706,1.8462305,-1.9967824,-1.6855706,0.7237845,2.3634822,-1.0897974,0.8307034,-0.19280232,-2.0372972,-2.2049384,2.1403172,0.85184515,-1.6670116,-0.2928448,2.2111988,1.885969,-1.789995,-3.3230305,3.31327,2.5905304,0.75539577,1.4329218,-2.421664,3.6404626,-2.85007,-2.2860186,4.747557,0.12350545,3.2211647,2.2085814,0.63537943,0.8731728,1.5030054,0.3869213,0.9589728,1.4657702,0.98796767,1.962554,5.091058,1.2718707,2.768917,4.0005646,-0.02307948,-2.7840543,1.3285973,1.5827214,-1.827051,0.26910108,-0.053962264,0.6832923,0.003021294,-5.905662,-2.0563548,1.4090998,2.628577,-0.61324066,-4.28123,-1.9882581,3.2944381,-3.4459455,1.623663,-1.7832081,-1.4332079,-1.5607822,-0.4156194,-0.5016067,0.091285944,0.8461077,0.004753245,-1.4165748,-1.4882367,3.8839085,-2.4877026,-3.342137,1.621947,1.7426946,6.062121,1.2529691,-1.9987116,3.2605531,-1.6688766,-3.5708818,4.544053,2.8631542,0.57204753,-1.3426415,-1.3685409,-1.9766837,1.9646682,-2.215497,-4.1948624,-0.58649385,-1.7503376,0.5596689,-4.097334,-1.2130271,-0.85320556,-1.8416506,0.86994207,-3.6608202,3.9941914,-3.469318,-1.341478,-2.127364,-0.26767427,-2.622646,1.000526,-2.3377006,-3.215882,0.7864339,-1.6546153,0.13064003,2.3667848,2.4935102,3.2414942,-1.1750546,1.489246,2.4782498,-0.7527548,0.3044543,-0.36649138,0.68126607,0.941491,0.6087131,0.39773187,0.32722482,2.6033635,3.9384985,0.22348951,1.4295644,-5.3327494,-2.29068,-2.3242521,-1.198698,-0.10667521,-1.3308134,-2.012536,-1.1785358,-1.1199026,-1.6281571,-3.2842257,-0.41588143,1.0015717,3.1317866,-2.1863546,0.138565
165,0.30806014,0.3742854,0.7202623,-0.18254341,0.46454763,-0.550928,0.56113136,1.158636,2.001659,-1.2896564,-0.04926392,-1.0031382,1.7564939,-0.09697188,-0.0766268,-1.3405182,1.0753047,-1.0019388,1.2076976,-0.68191206,-0.17774175,0.5538643,0.40006286,0.4153996,0.072159655,-0.93047756,-0.3288981,-2.4570036,1.1752185,0.83612585,-0.030473087,1.0857081,-0.53360546,0.30065948,0.007409988,-0.06788029,-0.654421,-0.6397763,-1.0093423,-0.25559708,-0.07611445,0.30928746,-1.2768228,0.2877494,-2.0842643,0.053687703,-0.38726532,-0.5770032,-0.7358734,-0.85901695,0.9171477,0.16651028,-0.8867062,0.60697484,0.45684895,-0.52162486,1.3354697,1.2348148,-0.81259173,0.058025084,-0.9988995,-1.219418,1.8742801,0.24274932,-1.6833695,-0.71444124,-0.8337237,0.23664948,0.39518294,1.7527329,-0.659671,0.27338713,-1.4329561,0.32646707,-0.36333463,0.008637891,1.0156758,-1.2894828,0.7072306,-0.7573873,-0.33065203,-0.5586463,-1.6812859,-1.067328,0.776311,0.8735518,-0.0045591826,0.757432,1.0141257,-0.27433074,0.20521592,-2.0939565,-0.526562,-1.2954011,1.5527035,-0.11226818,-1.8986849,-0.56210893,0.8729747,0.70460665,0.234357,1.0698704,-1.1034651,0.16755234,1.5409713,0.49135137,-0.44016618,-0.5050353,-0.41065836,0.08369675,-0.74779624,0.24896492,1.0547377,0.5176905,0.1739283,-0.6223326,2.136753,-0.6148261,-1.2062291,-0.7700053,0.6813614,0.023081886,-0.34454486,0.014741172,1.2958019,1.2835892,0.26051822,-1.819072,-0.554059,-0.20351759,-1.3171735,-0.15328707,-0.52662146,-1.0880051,0.89072454,-0.38884446,-0.67569894,-1.9841185,0.25757107,-0.49089465,1.4851309,1.5129226,-0.84237516,0.4772797,0.2815065,0.05552455,0.87413096,-0.44549412,-0.026172584,-1.456459,0.7694451,0.8683373,-0.041193884,0.7279989,0.06932275,-0.44168764,1.3978091,-0.662549,-2.1226475,1.3977809,-2.3348348,-1.1708735,-1.3041867,-1.1913621,1.9154176,0.004177586,-0.9770917,0.3430024,0.12004742,0.8879355,0.10887055,-0.4695071,2.3619342,0.9475811,1.8411949,0.004978501,0.17388646,1.3338166,0.7853858,-1.8055604,-0.97606915,1.6899635,0.8388994,-2.1419692,-0.84918636,-1.2159631,-1.6439973,0.28602734,0.20271032,0.18402053,-0.001526288,1.3969631,0.76738703,0.11943403,-0.7100477,1.2852272,-0.12714885,0.37927735,0.36281466,-0.30205742
304,0.87174475,-0.011107005,1.712356,1.1026678,-0.36297673,0.8140784,0.6046091,-0.7172993,0.107645705,1.6486338,3.097519,-4.38817,2.1023123,-1.3251687,-3.437766,2.8501685,0.7891794,-1.9366164,-1.3855429,-0.94343317,1.2553164,3.703401,-0.9049764,1.3426716,-1.2993617,-2.0766206,-2.883273,0.1276143,-1.3348525,1.4706284,-1.4759051,-0.51540345,3.7533345,-1.4019428,-4.265169,1.2006958,1.0352892,1.7380022,1.1477349,-0.041956734,1.923236,0.10486653,1.8503375,-0.0428447,0.67467403,-2.584236,-1.1655536,-0.4707674,-0.7879672,3.460396,-1.427458,-2.8078465,-0.4805026,-0.30652657,-0.07709461,1.3185651,-1.3491523,1.9153842,1.8941541,1.2602499,1.9994174,-2.6262782,-1.4392985,-1.0242761,-1.5785729,-2.1024146,0.9856657,-1.4074798,-2.0308661,3.551314,0.15140763,2.3559136,0.38188168,-0.77730834,-2.2333407,0.6767622,-0.49568367,-2.4951854,3.8882084,1.838383,-1.7494136,-0.89735776,2.2809095,-1.7901125,-0.66028744,1.1638577,-4.282841,-0.67786485,-1.3589585,-0.83506936,-2.9326904,1.577761,-3.2925603,0.3653876,-0.704425,-1.5994738,0.3351616,-0.5847857,-1.526934,-1.6601013,-1.5653228,-1.6999992,-0.36192796,1.3700709,0.15114072,0.5853084,2.446572,0.85948724,-1.7078428,1.1033529,2.140808,-0.27279356,0.18710704,-1.2974589,-1.2940388,0.8547178,0.48311,1.2411561,-0.9006656,-2.7867894,-2.9840987,1.1434829,1.1651671,-1.2693819,-0.34052536,0.6312122,0.84161985,3.0031965,0.40089586,-0.45138156,0.8752513,0.8302177,2.502461,0.79679847,-0.5466353,-1.475364,2.2600667,-0.6195728,-1.2036844,-4.9913917,-2.913183,2.33555,-2.3836558,-0.81374127,1.6660212,-2.746616,-0.22047193,0.43804896,1.7898891,-4.6048965,-1.446728,-0.77867866,-1.1240479,-2.1491437,1.6271789,-1.599249,-1.2360833,-0.6136125,0.338469,0.24618804,-1.0961801,-0.62449497,1.579799,-0.19455911,-0.66013,-1.2842367,-0.45714658,-0.7693635,1.4145911,-0.31806618,1.4333268,-1.6976534,-1.2375708,-2.198149,0.05242086,1.125293,-0.9080384,0.45954046,0.63319457,-0.5405974,-4.1814814,0.29237288,-0.05490782,0.16035302,0.86179984,1.9744414,-0.6914859,-1.6265634,-1.7065136,1.4288495,-3.763043,-1.1120645,0.9072785,-2.351019,-1.4070798,-3.5382302,-2.5776246,1.4716095,-1.5173239,-0.8340689
627,1.1680214,0.33415046,-2.1317687,0.4039074,-0.46292487,-0.5868734,2.2242146,-0.4852573,-0.44222042,-1.6190706,-1.0163242,1.5329136,3.641393,0.8328286,-2.0497556,1.574454,-0.2233349,-0.965664,-3.04909,-1.4314034,-2.4166791,-1.3596554,2.4599214,-3.794455,-0.5832909,-1.460583,-2.125277,-1.4732164,-2.3104095,-3.2308702,-4.1268415,2.7496035,0.48917368,1.306422,0.99643445,2.8491418,-1.1628764,2.5438375,-2.071985,-2.9291573,1.5460256,-2.9032052,0.6189328,0.2051811,-0.038798664,-1.895658,0.22075029,3.237269,0.9918384,2.0846732,-1.5741268,-0.07202766,-1.3451732,-1.8488244,-0.7843092,-2.0438302,-1.3174014,-2.201497,1.6456424,0.5765055,-0.306942,-1.6832893,-2.130868,-0.64558125,-1.4104979,-3.85835,-0.4299148,4.693573,-1.561104,-0.93607926,-2.0421023,0.5733933,-2.4106848,1.9313613,2.4991248,-0.047240227,-5.244249,0.6998945,-2.6440485,-1.0200053,-0.27923152,2.2457218,2.1617978,-3.7732682,-0.8511552,0.0021182315,0.757534,0.8464387,3.2275205,-2.1293137,-0.14115235,0.7422956,-0.14610247,0.35880804,0.9952863,2.14499,-0.07565148,-0.46752366,2.3438907,3.6266418,-3.1203318,-2.135981,1.5499719,-0.6779528,-0.69932085,-3.5282903,6.18688,1.8237933,-1.6300076,2.9520042,1.380562,-1.8190333,-1.8936754,3.912876,2.6787848,-0.61978537,1.5272521,0.34691027,1.1766845,-2.5510375,-1.3776795,0.5280779,2.5369923,1.8360447,-1.4626489,1.1724329,0.29137668,1.2494925,-1.1641082,-1.0137093,2.0296202,-2.5484598,1.6349608,2.0345554,-3.8231623,-1.1268033,4.222874,-0.34102857,-2.367272,1.5957534,-3.2208,-3.435102,3.3092637,1.6848214,-1.519622,0.8154304,-0.23152089,0.60665995,-4.237189,-4.439013,-0.7776402,1.4632366,1.6381549,-2.8256896,1.0371771,-2.3157861,-1.8902292,1.6340834,2.3583908,1.2873373,1.0030215,4.6866283,1.8628485,2.7942505,-0.80338633,-5.488966,-1.5507076,-2.9234483,-3.6252115,-2.4509113,0.08872869,3.8822334,2.2817786,1.440152,0.6260141,0.47257966,5.8431997,-1.8379285,-3.3285098,1.1435833,-1.6618453,1.0108689,0.7808483,0.37912065,1.3065801,-2.5495224,1.9019905,-2.4791434,0.7289911,-1.7041352,1.3808328,-2.032007,1.6264474,2.6259096,-2.588964,-0.38447812,-3.2181282,0.111571,-1.798286,-0.38710713
